"age_group","symptom date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"01-04 years","2021-03-07","9","0","1","11346","1","21.2857142857142","0"
"01-04 years","2021-03-08","28","0","4","11374","1","20.7142857142857","0"
"01-04 years","2021-03-09","18","0","0","11392","1","19.5714285714285","0"
"01-04 years","2021-03-10","27","0","0","11419","1","20","0"
"01-04 years","2021-03-11","20","0","0","11439","1","19.2857142857142","0"
"01-04 years","2021-03-12","13","0","0","11452","1","19.1428571428571","0"
"01-04 years","2021-03-13","13","0","0","11465","1","18.2857142857142","0"
"01-04 years","2021-03-14","11","0","1","11476","1","18.5714285714285","0"
"01-04 years","2021-03-15","24","0","2","11500","1","18","0"
"01-04 years","2021-03-16","30","0","2","11530","1","19.7142857142857","0"
"01-04 years","2021-03-17","21","0","0","11551","1","18.8571428571428","0"
"01-04 years","2021-03-18","11","0","2","11562","1","17.5714285714285","0"
"01-04 years","2021-03-19","26","0","0","11588","1","19.4285714285714","0"
"01-04 years","2021-03-20","14","0","0","11602","1","19.5714285714285","0"
"01-04 years","2021-03-21","13","0","0","11615","1","19.8571428571428","0"
"01-04 years","2021-03-22","27","0","0","11642","1","20.2857142857142","0"
"01-04 years","2021-03-23","24","0","1","11666","1","19.4285714285714","0"
"01-04 years","2021-03-24","17","0","1","11683","1","18.8571428571428","0"
"01-04 years","2021-03-25","18","0","0","11701","1","19.8571428571428","0"
"01-04 years","2021-03-26","19","0","1","11720","1","18.8571428571428","0"
"01-04 years","2021-03-27","11","0","0","11731","1","18.4285714285714","0"
"01-04 years","2021-03-28","17","0","1","11748","1","19","0"
"01-04 years","2021-03-29","28","0","0","11776","1","19.1428571428571","0"
"01-04 years","2021-03-30","13","0","0","11789","1","17.5714285714285","0"
"01-04 years","2021-03-31","24","0","1","11813","1","18.5714285714285","0"
"01-04 years","2021-04-01","25","0","3","11838","1","19.5714285714285","0"
"01-04 years","2021-04-02","34","0","0","11872","1","21.7142857142857","0"
"01-04 years","2021-04-03","13","0","0","11885","1","22","0"
"01-04 years","2021-04-04","19","0","1","11904","1","22.2857142857142","0"
"01-04 years","2021-04-05","24","0","2","11928","1","21.7142857142857","0"
"01-04 years","2021-04-06","13","0","0","11941","1","21.7142857142857","0"
"01-04 years","2021-04-07","20","0","0","11961","1","21.1428571428571","0"
"01-04 years","2021-04-08","23","0","0","11984","1","20.8571428571428","0"
"01-04 years","2021-04-09","31","0","0","12015","1","20.4285714285714","0"
"01-04 years","2021-04-10","16","0","2","12031","1","20.8571428571428","0"
"01-04 years","2021-04-11","7","0","0","12038","1","19.1428571428571","0"
"01-04 years","2021-04-12","24","0","1","12062","1","19.1428571428571","0"
"01-04 years","2021-04-13","16","0","1","12078","1","19.5714285714285","0"
"01-04 years","2021-04-14","26","0","1","12104","1","20.4285714285714","0"
"01-04 years","2021-04-15","18","0","1","12122","1","19.7142857142857","0"
"01-04 years","2021-04-16","22","0","0","12144","1","18.4285714285714","0"
"01-04 years","2021-04-17","13","0","1","12157","1","18","0"
"01-04 years","2021-04-18","10","0","2","12167","1","18.4285714285714","0"
"01-04 years","2021-04-19","32","0","0","12199","1","19.5714285714285","0"
"01-04 years","2021-04-20","28","0","0","12227","1","21.2857142857142","0"
"01-04 years","2021-04-21","16","0","1","12243","1","19.8571428571428","0"
"01-04 years","2021-04-22","19","0","0","12262","1","20","0"
"01-04 years","2021-04-23","29","0","0","12291","1","21","0"
"01-04 years","2021-04-24","19","0","1","12310","1","21.8571428571428","0"
"01-04 years","2021-04-25","12","0","0","12322","1","22.1428571428571","0"
"01-04 years","2021-04-26","32","0","0","12354","1","22.1428571428571","0"
"01-04 years","2021-04-27","19","0","1","12373","1","20.8571428571428","0"
"01-04 years","2021-04-28","24","0","0","12397","1","22","0"
"01-04 years","2021-04-29","22","0","1","12419","1","22.4285714285714","0"
"01-04 years","2021-04-30","17","0","0","12436","1","20.7142857142857","0"
"01-04 years","2021-05-01","19","0","0","12455","1","20.7142857142857","0"
"01-04 years","2021-05-02","18","0","0","12473","1","21.5714285714285","0"
"01-04 years","2021-05-03","26","0","3","12499","1","20.7142857142857","0"
"01-04 years","2021-05-04","22","0","1","12521","1","21.1428571428571","0"
"01-04 years","2021-05-05","24","0","1","12545","1","21.1428571428571","0"
"01-04 years","2021-05-06","20","0","1","12565","1","20.8571428571428","0"
"01-04 years","2021-05-07","9","0","0","12574","1","19.7142857142857","0"
"01-04 years","2021-05-08","10","0","0","12584","1","18.4285714285714","0"
"01-04 years","2021-05-09","12","0","1","12596","1","17.5714285714285","0"
"01-04 years","2021-05-10","19","0","1","12615","1","16.5714285714285","0"
"01-04 years","2021-05-11","16","0","1","12631","1","15.7142857142857","0"
"01-04 years","2021-05-12","13","0","0","12644","1","14.1428571428571","0"
"01-04 years","2021-05-13","14","0","0","12658","1","13.2857142857142","0"
"01-04 years","2021-05-14","13","0","0","12671","1","13.8571428571428","0"
"01-04 years","2021-05-15","10","0","0","12681","1","13.8571428571428","0"
"01-04 years","2021-05-16","4","0","1","12685","1","12.7142857142857","0"
"01-04 years","2021-05-17","11","0","0","12696","1","11.5714285714285","0"
"01-04 years","2021-05-18","14","0","0","12710","1","11.2857142857142","0"
"01-04 years","2021-05-19","4","0","0","12714","1","10","0"
"01-04 years","2021-05-20","10","0","1","12724","1","9.42857142857143","0"
"01-04 years","2021-05-21","11","0","0","12735","1","9.14285714285714","0"
"01-04 years","2021-05-22","5","0","0","12740","1","8.42857142857143","0"
"01-04 years","2021-05-23","4","0","0","12744","1","8.42857142857143","0"
"01-04 years","2021-05-24","10","0","0","12754","1","8.28571428571428","0"
"01-04 years","2021-05-25","12","0","0","12766","1","8","0"
"01-04 years","2021-05-26","10","0","1","12776","1","8.85714285714285","0"
"01-04 years","2021-05-27","9","0","0","12785","1","8.71428571428571","0"
"01-04 years","2021-05-28","5","0","0","12790","1","7.85714285714285","0"
"01-04 years","2021-05-29","4","0","0","12794","1","7.71428571428571","0"
"01-04 years","2021-05-30","6","0","0","12800","1","8","0"
"01-04 years","2021-05-31","4","0","1","12804","1","7.14285714285714","0"
"01-04 years","2021-06-01","10","0","0","12814","1","6.85714285714285","0"
"01-04 years","2021-06-02","8","0","0","12822","1","6.57142857142857","0"
"01-04 years","2021-06-03","11","0","1","12833","1","6.85714285714285","0"
"01-04 years","2021-06-04","6","0","0","12839","1","7","0"
"01-04 years","2021-06-05","2","0","0","12841","1","6.71428571428571","0"
"01-04 years","2021-06-06","2","0","0","12843","1","6.14285714285714","0"
"01-04 years","2021-06-07","4","0","0","12847","1","6.14285714285714","0"
"01-04 years","2021-06-08","6","0","0","12853","1","5.57142857142857","0"
"01-04 years","2021-06-09","8","0","0","12861","1","5.57142857142857","0"
"01-04 years","2021-06-10","4","0","1","12865","1","4.57142857142857","0"
"01-04 years","2021-06-11","3","0","0","12868","1","4.14285714285714","0"
"01-04 years","2021-06-12","5","0","0","12873","1","4.57142857142857","0"
"01-04 years","2021-06-13","2","0","0","12875","1","4.57142857142857","0"
"01-04 years","2021-06-14","7","0","0","12882","1","5","0"
"01-04 years","2021-06-15","4","0","1","12886","1","4.71428571428571","0"
"01-04 years","2021-06-16","3","0","0","12889","1","4","0"
"01-04 years","2021-06-17","5","0","1","12894","1","4.14285714285714","0"
"01-04 years","2021-06-18","7","0","0","12901","1","4.71428571428571","0"
"01-04 years","2021-06-19","2","0","0","12903","1","4.28571428571428","0"
"01-04 years","2021-06-20","3","0","0","12906","1","4.42857142857142","0"
"01-04 years","2021-06-21","4","0","0","12910","1","4","0"
"01-04 years","2021-06-22","1","0","0","12911","1","3.57142857142857","0"
"01-04 years","2021-06-23","5","0","0","12916","1","3.85714285714285","0"
"01-04 years","2021-06-24","3","0","0","12919","1","3.57142857142857","0"
"01-04 years","2021-06-25","6","0","0","12925","1","3.42857142857142","0"
"01-04 years","2021-06-26","3","0","0","12928","1","3.57142857142857","0"
"01-04 years","2021-06-27","4","0","2","12932","1","3.71428571428571","0"
"01-04 years","2021-06-28","9","0","0","12941","1","4.42857142857142","0"
"01-04 years","2021-06-29","5","0","0","12946","1","5","0"
"01-04 years","2021-06-30","7","0","0","12953","1","5.28571428571428","0"
"01-04 years","2021-07-01","6","0","2","12959","1","5.71428571428571","0"
"01-04 years","2021-07-02","8","0","1","12967","1","6","0"
"01-04 years","2021-07-03","4","0","0","12971","1","6.14285714285714","0"
"01-04 years","2021-07-04","5","0","0","12976","1","6.28571428571428","0"
"01-04 years","2021-07-05","7","0","0","12983","1","6","0"
"01-04 years","2021-07-06","7","0","0","12990","1","6.28571428571428","0"
"01-04 years","2021-07-07","13","0","1","13003","1","7.14285714285714","0"
"01-04 years","2021-07-08","5","0","0","13008","1","7","0"
"01-04 years","2021-07-09","15","0","0","13023","1","8","0"
"01-04 years","2021-07-10","12","0","1","13035","1","9.14285714285714","0"
"01-04 years","2021-07-11","9","0","1","13044","1","9.71428571428571","0"
"01-04 years","2021-07-12","17","0","0","13061","1","11.1428571428571","0"
"01-04 years","2021-07-13","18","0","1","13079","1","12.7142857142857","0"
"01-04 years","2021-07-14","10","0","0","13089","1","12.2857142857142","0"
"01-04 years","2021-07-15","18","0","0","13107","1","14.1428571428571","0"
"01-04 years","2021-07-16","23","0","0","13130","1","15.2857142857142","0"
"01-04 years","2021-07-17","20","0","0","13150","1","16.4285714285714","0"
"01-04 years","2021-07-18","21","0","1","13171","1","18.1428571428571","0"
"01-04 years","2021-07-19","36","0","0","13207","1","20.8571428571428","0"
"01-04 years","2021-07-20","39","0","0","13246","1","23.8571428571428","0"
"01-04 years","2021-07-21","39","0","0","13285","1","28","0"
"01-04 years","2021-07-22","28","0","0","13313","1","29.4285714285714","0"
"01-04 years","2021-07-23","45","0","0","13358","1","32.5714285714285","0"
"01-04 years","2021-07-24","51","0","0","13409","1","37","0"
"01-04 years","2021-07-25","47","0","2","13456","1","40.7142857142857","0"
"01-04 years","2021-07-26","83","0","1","13539","1","47.4285714285714","0"
"01-04 years","2021-07-27","80","0","2","13619","1","53.2857142857142","0"
"01-04 years","2021-07-28","88","0","1","13707","1","60.2857142857142","0"
"01-04 years","2021-07-29","80","0","1","13787","1","67.7142857142857","0"
"01-04 years","2021-07-30","111","0","2","13898","1","77.1428571428571","0"
"01-04 years","2021-07-31","75","0","3","13973","1","80.5714285714285","0"
"01-04 years","2021-08-01","62","0","1","14035","1","82.7142857142857","0"
"01-04 years","2021-08-02","144","0","0","14179","1","91.4285714285714","0"
"01-04 years","2021-08-03","134","0","4","14313","1","99.1428571428571","0"
"01-04 years","2021-08-04","125","0","3","14438","1","104.428571428571","0"
"01-04 years","2021-08-05","120","0","2","14558","1","110.142857142857","0"
"01-04 years","2021-08-06","156","0","3","14714","1","116.571428571428","0"
"01-04 years","2021-08-07","99","0","2","14813","1","120","0"
"01-04 years","2021-08-08","90","0","4","14903","1","124","0"
"01-04 years","2021-08-09","233","0","0","15136","1","136.714285714285","0"
"01-04 years","2021-08-10","189","1","2","15325","2","144.571428571428","0.14285714285714"
"01-04 years","2021-08-11","177","0","0","15502","2","152","0.14285714285714"
"01-04 years","2021-08-12","204","0","0","15706","2","164","0.14285714285714"
"01-04 years","2021-08-13","229","0","1","15935","2","174.428571428571","0.14285714285714"
"01-04 years","2021-08-14","129","0","3","16064","2","178.714285714285","0.14285714285714"
"01-04 years","2021-08-15","102","0","2","16166","2","180.428571428571","0.14285714285714"
"01-04 years","2021-08-16","285","0","3","16451","2","187.857142857142","0.14285714285714"
"01-04 years","2021-08-17","243","0","2","16694","2","195.571428571428","0"
"01-04 years","2021-08-18","274","0","2","16968","2","209.428571428571","0"
"01-04 years","2021-08-19","265","0","1","17233","2","218.142857142857","0"
"01-04 years","2021-08-20","275","0","2","17508","2","224.714285714285","0"
"01-04 years","2021-08-21","161","0","3","17669","2","229.285714285714","0"
"01-04 years","2021-08-22","116","0","3","17785","2","231.285714285714","0"
"01-04 years","2021-08-23","271","0","1","18056","2","229.285714285714","0"
"01-04 years","2021-08-24","270","0","1","18326","2","233.142857142857","0"
"01-04 years","2021-08-25","234","0","1","18560","2","227.428571428571","0"
"01-04 years","2021-08-26","197","0","1","18757","2","217.714285714285","0"
"01-04 years","2021-08-27","214","0","0","18971","2","209","0"
"01-04 years","2021-08-28","121","0","2","19092","2","203.285714285714","0"
"01-04 years","2021-08-29","113","1","2","19205","3","202.857142857142","0.14285714285714"
"01-04 years","2021-08-30","236","0","1","19441","3","197.857142857142","0.14285714285714"
"01-04 years","2021-08-31","176","0","1","19617","3","184.428571428571","0.14285714285714"
"01-04 years","2021-09-01","197","0","2","19814","3","179.142857142857","0.14285714285714"
"01-04 years","2021-09-02","169","0","1","19983","3","175.142857142857","0.14285714285714"
"01-04 years","2021-09-03","175","0","2","20158","3","169.571428571428","0.14285714285714"
"01-04 years","2021-09-04","100","1","1","20258","4","166.571428571428","0.28571428571428"
"01-04 years","2021-09-05","75","0","2","20333","4","161.142857142857","0.14285714285714"
"01-04 years","2021-09-06","72","0","1","20405","4","137.714285714285","0.14285714285714"
"01-04 years","2021-09-07","198","0","1","20603","4","140.857142857142","0.14285714285714"
"01-04 years","2021-09-08","160","0","2","20763","4","135.571428571428","0.14285714285714"
"01-04 years","2021-09-09","150","0","2","20913","4","132.857142857142","0.14285714285714"
"01-04 years","2021-09-10","164","0","1","21077","4","131.285714285714","0.14285714285714"
"01-04 years","2021-09-11","100","0","2","21177","4","131.285714285714","0"
"01-04 years","2021-09-12","69","0","0","21246","4","130.428571428571","0"
"01-04 years","2021-09-13","169","0","2","21415","4","144.285714285714","0"
"01-04 years","2021-09-14","137","0","1","21552","4","135.571428571428","0"
"01-04 years","2021-09-15","123","0","2","21675","4","130.285714285714","0"
"01-04 years","2021-09-16","105","0","0","21780","4","123.857142857142","0"
"01-04 years","2021-09-17","94","0","0","21874","4","113.857142857142","0"
"01-04 years","2021-09-18","62","0","1","21936","4","108.428571428571","0"
"01-04 years","2021-09-19","71","0","1","22007","4","108.714285714285","0"
"01-04 years","2021-09-20","111","0","1","22118","4","100.428571428571","0"
"01-04 years","2021-09-21","102","0","1","22220","4","95.4285714285714","0"
"01-04 years","2021-09-22","91","0","0","22311","4","90.8571428571428","0"
"01-04 years","2021-09-23","66","0","0","22377","4","85.2857142857143","0"
"01-04 years","2021-09-24","72","0","1","22449","4","82.1428571428571","0"
"01-04 years","2021-09-25","57","0","0","22506","4","81.4285714285714","0"
"01-04 years","2021-09-26","47","0","0","22553","4","78","0"
"01-04 years","2021-09-27","87","0","1","22640","4","74.5714285714285","0"
"01-04 years","2021-09-28","73","0","0","22713","4","70.4285714285714","0"
"01-04 years","2021-09-29","57","0","0","22770","4","65.5714285714285","0"
"01-04 years","2021-09-30","55","0","1","22825","4","64","0"
"01-04 years","2021-10-01","50","0","0","22875","4","60.8571428571428","0"
"01-04 years","2021-10-02","45","0","1","22920","4","59.1428571428571","0"
"01-04 years","2021-10-03","22","0","1","22942","4","55.5714285714285","0"
"01-04 years","2021-10-04","58","0","2","23000","4","51.4285714285714","0"
"01-04 years","2021-10-05","49","0","2","23049","4","48","0"
"01-04 years","2021-10-06","52","0","0","23101","4","47.2857142857142","0"
"01-04 years","2021-10-07","37","0","0","23138","4","44.7142857142857","0"
"01-04 years","2021-10-08","36","0","1","23174","4","42.7142857142857","0"
"01-04 years","2021-10-09","39","0","0","23213","4","41.8571428571428","0"
"01-04 years","2021-10-10","23","0","0","23236","4","42","0"
"01-04 years","2021-10-11","42","0","1","23278","4","39.7142857142857","0"
"01-04 years","2021-10-12","43","0","2","23321","4","38.8571428571428","0"
"01-04 years","2021-10-13","30","0","0","23351","4","35.7142857142857","0"
